25793700,25245498,22946849,21318505,21486186,25951400,23247657,23633824,23840572,25032700,24281611,22191703,24289044,25277925,22963753,25514700,23799459,25389523,27285905,24403779,24403076,22171375,24837510,25505712,25936037,22669776,23521884,22218915,25712938,25100630,26935970,25985768,25143105,24445047,23452713,24585067,27034835,23887494,21580807,25428576,26465236,22619532,25847389,22970257,24496407,26790555,23338435,25899733,26325778,21664557,23935199,25583069,25772094,24598341,25585996,27214241,27626271,25527988,22182746,27651587,25408854,24113789,23839180,22916407,24978614,26018955,23478629,21984811,23882986,23448467,24506547,25995638,25132854,23752689,26171176,22850947,24828478,26623073,26029196,26471431,22538508,24131396,24445474,26349333,24468753,25776746,25105658,24135525,25136613,24428475,23959478,24657432,25630238,26540204,25243119,25234052,23339624,26412317,26061591,21819487
25449270,23958020,24995360,23322306,22967327,27980380,24542409,24618628,24640841,24426195,25578839,23522325,24309670,24201273,23441923,23998524,22841580,25430446,25110030,25007500,26791033,21618713,24112338,25522280,24400494,22390699,25050853,22385429,26954819,26000601,27260487,28218756,22726522,24109107,22556861,24237049,26098764,26134411,23229535,24949107,26417827,21851963,26846835,24663489,26843046,25954613,22691260,24699607,25419418,21786783,23328536,23759538,25442320,25607441,25907634,29045482,27392714,28305783,24009435,26357185,25438346,23979807,24558391,23445255,24614373,25536419,23841013,23518825,24386190,22896789,24260310,25965321,24101078,25709541,24528791,23948061,24850101,27613652,27053067,25742530,22487242,25196734,25600495,26885230,23892938,23208569,24506470,23959440,24925043,25320733,21713661,26032020,24621084,26911626,25347327,27096221,25183497,26294275,25071683,22499584
26623369,26476265,22585007,21945822,20971456,27751327,25384344,23884398,25840303,24632873,25149805,22030081,24232429,24388748,25231761,25037650,25145404,26632433,26244849,24527412,25165750,25092678,25276502,26519912,26448756,23636340,23645809,22526006,26167626,25611732,26964887,28211603,25255390,23866409,24413729,24834998,27000815,24097596,24093988,24695454,26178080,22895816,26336851,23991190,25761041,27262938,24401862,24342090,24981210,23866827,24209625,25528012,25013713,27827133,25418912,25056770,24650392,27787864,23702115,28009906,25738838,23311301,24139241,24185073,24353840,27573306,22326249,23229006,22759266,24307631,25595246,26359641,24747896,25953174,27373600,21279366,25312172,25227072,26881311,25650113,23543269,24015112,22546525,26035878,24141187,25624972,25539563,23421652,23977335,25013551,22375015,25370724,26825703,28241277,25989968,27251892,24368461,27105383,25534125,23432216
25101876,24633755,23718716,23235342,22227982,25667958,23631947,24942820,25410317,25343530,25467007,22249891,23255693,25831471,25152439,25612761,23784616,25643518,27757917,24548667,25565492,25104475,24883457,24781506,25972024,22329179,24412722,23166288,23812237,23001703,27154987,26762121,24552771,25614143,24012649,22656238,26787591,23627224,22549404,24131226,26103407,23377183,25117282,22963930,25029840,26013837,23005913,26471444,25549855,22424273,24858650,24013739,25876681,26383756,25946911,26425348,25127893,26560815,24064187,26577920,24388093,21970807,25729498,23207522,26560863,26621437,22391904,21955811,24869124,23098119,22936489,25971748,24299627,24846364,27164164,21747224,24795440,25492240,26168008,25864286,23540164,23906684,25149265,28059469,23819453,24578914,23194533,24147866,26266738,22741166,23046776,24373730,24690799,27824954,24109722,26940134,23412344,26603677,24795896,22212703
27224656,26262148,24597783,23668099,23432685,29836546,24360042,26165429,27288941,24691684,26513933,23060431,25610787,26140538,27332200,26706782,26153226,28533522,29076381,26478958,24733732,25760998,27266405,28693279,29291611,24381224,24713765,24443330,27222916,26183829,29057649,29604079,26004000,26309803,24114827,25797544,29135975,25228953,27041185,25968483,28515579,25096908,26727795,25295003,26465865,28960289,26220736,25686873,26495005,25049407,27774407,25331401,25947059,29190769,26913270,27291322,27114928,28960703,26278646,27240024,27712751,25217119,26496903,23961430,27430172,30424257,23241172,25140443,25047878,23544505,28268428,27145460,27138358,25011098,28897342,25679820,26451410,28325928,28411154,28230360,25430614,25581503,25083683,27308305,26101422,25806916,28266190,27199660,26379380,25587745,24971863,26394807,27712932,28824244,28900447,28563465,26351154,28976558,28006780,25010972
25136271,26552855,26938736,24708447,24652699,27966256,25588347,25612400,26326292,27760500,24300364,25714038,25546768,26820752,25378606,26070148,26218608,27036869,27284052,25062103,26003651,22871709,26902875,27097998,26579514,23553594,25804600,24892278,26687087,26784277,29367891,28957671,23698252,26098554,25211459,25705820,29632939,26174123,23909460,26663984,28456562,23435689,28858629,24866308,25540267,29641734,24558011,26536017,27089725,24915429,25986133,24747757,25622705,26576560,26834385,28563776,27250483,29303671,26056898,27992753,26104987,26519042,25803616,24269025,26979156,30750705,24347720,23949754,24479150,24709387,27492591,25693065,25697889,26638733,27323126,23705482,26798073,28161124,28610690,26118770,23169521,27130796,25674383,26765992,24438225,25920469,25867878,24986974,26746217,25747460,24463397,27232251,26142243,27535992,27261717,27608090,27557179,28860547,26627191,23531498
29200917,27159960,25929312,25410876,25691184,28092712,26643474,25913229,27928395,27839716,27132865,25245534,25938417,28451492,28259953,25868182,26086521,28360457,29625078,27465281,27876066,26370320,27176275,28243716,28129007,25506173,25871561,25453626,28871166,25834286,27844317,28916000,26627538,27234203,24864448,25638625,29519238,28028103,25272192,27277389,30345782,24070616,28944549,27140651,26863684,29230021,24842239,28996049,26772026,25099754,26926808,25377703,28392749,27831578,28981477,30240815,28920390,29797657,26561530,28340146,26041127,26815498,27514618,24995767,26751501,29573359,25195252,25202252,26343087,25460649,28886918,27839635,27977600,27873762,29353247,26547975,27017255,29871145,29590707,28088593,25301033,25846657,26914856,29569102,24456872,26697491,27290992,27937184,29180331,26759086,25666904,28336209,26515205,29498129,29166799,28741630,27711318,28713817,27682100,23777198
26750409,25999374,26436555,23000837,24646073,29402129,25551359,25876388,26306071,26920299,26183385,24714339,26605874,27442292,28124278,25857096,26978247,25775699,28034205,27077575,28173109,25437351,27080782,27502071,26584508,23621101,24449123,24295560,28371651,28077478,28772555,28592663,23912032,26527606,26481532,25596922,29812566,25612191,24409131,26354452,27551965,25662020,29634378,25704990,26791525,28556742,24151251,29066935,26450256,24271750,26127237,26473958,27100738,25921684,27702827,28362122,26824858,28573926,26246243,28180423,25837670,25733212,27418128,23326634,25928896,29347790,25540955,25353788,26206049,22901389,27344728,28143847,27211911,25232439,27153880,24988037,26732029,29394397,28909963,28062118,23980697,24363080,27454724,28869479,24854593,27094418,27775678,26518333,26767610,25576401,23095454,27473810,26100155,28023107,27979786,28390634,25375748,28351119,27853467,23967664
23617123,23519029,23369227,22360811,23495237,27980859,21471250,22716789,23095778,25509698,24304577,21661908,23893771,25139226,24657936,25206538,23348255,25735814,25299710,24012337,24571808,22511958,24973641,25238733,24546089,22804191,22617508,21314069,23555433,24914122,26334235,26850522,23488883,25301628,23306762,24200219,26226862,25016744,23130374,24977408,26166071,22731341,25284718,24463871,25589558,26044048,21653120,24732707,24454815,22360795,24006890,23708135,24633825,23968104,24964133,26078683,25760739,25813505,24463397,25528668,24867736,24184919,24834264,22382444,24695208,26726347,21844906,24241501,22796430,22621957,24986435,26336979,22891061,23171062,26253250,23514948,24496589,27508172,26997574,26711412,22420938,24180558,24138329,25307859,24143811,24575363,25225179,25328548,24623290,24423479,21629002,24899565,24962416,26533809,25477887,25625789,24173255,26789469,23374138,22535100
26778509,25124634,24065478,23210061,22481560,27284740,24033985,26192855,24148006,24571161,26232382,23313406,24223963,26101736,25275841,25223700,24251969,28129693,27605315,26365669,25857615,23812079,27025591,27145555,25942119,25139277,24243783,22763986,25526024,24729352,27810389,27628016,24623979,25508302,24955583,23824453,27249725,24437206,25233804,25561856,27794428,23036204,26321174,24882271,24686237,28117511,24681084,25766713,25423157,24273976,25210382,24515205,25959010,26945333,26034054,25241143,27549492,29414177,24548218,27041774,25648018,25410288,25180907,22731854,24915239,28294442,23828935,23341137,24519635,22598424,25002084,26709907,24568620,26253113,27423057,23717788,26700877,27057252,29029704,26488121,23894900,25077329,27108337,28046971,24791506,25207250,26047035,24026418,24775704,25412209,22657693,24458696,26912203,28897139,26532693,27162929,24431874,27561419,26072265,24109897
27272642,26089300,25094977,23468684,23384376,28170770,25977641,25092626,26976650,25267526,24749536,23703251,27164213,27667172,27172011,26308950,26502962,24677382,28744738,26184948,26052226,23948230,26627690,26290077,25929194,23066905,25892811,23712184,28078037,26098919,28183810,29759943,25456511,26613703,23827616,24508380,28145551,25163864,25006826,26060038,26570644,23556837,28307921,25451322,23982538,28452636,24320739,27446502,26543674,24036802,26316453,25242895,26245392,27741009,27196902,28382574,28719598,28161538,25403870,28059934,25917111,25265219,25953812,24681688,25205195,28472674,24008911,23477262,24325805,24393251,25713273,27152240,25439328,25138101,27359387,24466631,26601506,27617227,27135770,27339385,24772400,24386230,25184070,27345023,24059147,25558863,27003283,25620128,25450039,25520612,25171921,26328114,25310249,29399923,26720760,27662291,26107216,27786547,26610555,23785536
24653628,24925122,23161910,21576934,22294200,26057594,23955708,23581020,23709953,25120472,23541757,22495697,23463820,25087946,24788457,24017891,22460203,24424616,26304257,24977146,23822755,23082200,23738644,25662436,25466627,22171761,23261548,21603816,23945948,25032656,25846674,24338673,22318174,23033378,23623973,24132722,26656533,23762547,23656550,25494449,26498228,23219588,26250706,22850746,23095114,27551504,23313619,26930679,25590937,23712978,22608983,22938851,25176421,24997366,26938567,26387779,25625063,26764938,21581686,25806676,23261983,23260424,23997459,20896069,23788210,26394357,23094401,23230207,23429258,22707834,22792066,25566046,24270769,23310897,25360693,23443577,24256798,25254163,25505241,24883456,22162885,22979960,24352928,25408141,22582666,26541413,22526390,23763974,24391010,24370624,22567786,24626710,25579736,25100026,25110211,24581873,24220871,27495743,24172029,20995031
25079211,25833861,24769341,22949853,23998499,26708369,22942801,23775087,24597831,26745099,25396474,23358902,25512458,25939837,25135004,26793193,24395773,26102387,28162131,26532294,24923944,23187466,25335277,24223183,24788433,22557161,24384082,22843476,26355556,25613505,26920007,28555813,23982414,26266229,23749393,24955188,27996880,25463214,22065524,24414550,27164158,24013837,25969919,22886741,22583222,26949588,24995206,26360776,26845922,22813008,25458303,24746419,23549944,24817230,25989396,26412863,27984214,26064083,24163183,26608774,24706095,24177289,26030151,23733121,26914033,27892719,23688650,22364750,25179427,24334548,23820663,25979120,22794241,24734493,25498634,23282455,25107378,26887465,26118874,27096762,22034537,24335090,25903404,27669752,24845850,24941300,25166725,24183703,26147342,25188147,24410974,25422995,26678104,28038943,25010187,26981087,24384817,27741163,27690082,22720541
25814144,24875127,23625376,22824583,22906729,25758692,24297010,23008714,23310797,25618846,24061649,22084474,24332521,25180819,26657560,24554315,23539370,26215245,26252157,26083038,25475556,23879363,24523969,25150826,25572917,21868785,24675384,22871205,23684857,24207272,26963154,27605639,24159701,23048720,23721149,22397392,27389181,22622475,24203160,24263147,25327992,22282084,24995903,22204232,24786976,27266981,21918516,24982705,25989831,23062704,24488808,23878129,24921057,27162875,26332567,25932544,26461166,26178388,24032961,26592286,23448385,23353110,25502392,21858435,24069637,26914789,23045150,23894461,23017926,22665408,25966126,26524382,24083576,25550460,27059404,22416917,23473985,27203197,26151780,25770666,23739159,24429432,23586721,27091025,24880535,26187690,24335321,23865373,24421227,24784591,22997687,25203307,25197288,26393446,26138308,24914632,23594453,26497827,23946957,22115713
25132595,25802704,24556958,21775835,21895121,26344678,22980107,23321761,24593440,24479106,23586214,21951256,23454759,23898541,22509254,24621609,23310568,24802990,25967488,24525432,24141630,22765404,24116490,26217829,26341393,21343814,23174727,23538655,25875160,24882610,26547094,26510159,24319649,24435101,23493547,22272961,27711856,23199852,22887627,23057117,26560730,22516470,24244885,23952210,24251602,24679491,23795622,24153355,25293407,22035087,24606765,23583882,23078130,25847506,25423036,25695286,24848058,26362058,24252176,25256513,24712317,22679322,24447593,22204457,24599712,27688740,23199987,23034962,23235338,22037065,25319278,25615065,24747121,24760090,26155805,23334376,24810223,26565022,26643319,24676518,22411682,23366850,25279128,26147020,24196219,23953956,23796761,23821191,25659130,25249514,23173193,24358293,25746300,26655573,25327401,25210565,25844921,27186464,25788039,22433739
26154617,24160273,24859793,23935625,22718900,27254510,23541027,23392785,23907082,24114844,26032749,22091776,24186536,26179150,25483534,25317076,23834908,25589856,27580474,24368711,23966285,22310100,25187756,24914906,25855029,22058350,23657903,22439632,25198178,23486626,26810895,27906700,23884961,23309530,24073840,22523602,28269892,22696620,24492090,25824648,26966556,21781387,24943030,24599007,22880164,25707720,23949815,26532874,26017874,24071935,23918631,23595009,24711906,25401684,26248809,26318737,27145339,27114080,24610677,25785437,24437495,24105401,25784199,21445449,25933383,27174582,24355379,23201004,23452341,22217608,24647224,26739444,24652873,24861235,27911521,23398832,25955514,28383387,27254902,25499780,22613338,23771168,26249547,26219252,23769268,26146839,23604314,25005591,24579146,24789959,24348299,24651491,26429611,26943506,25499930,26754806,22181875,28536015,25944310,22211179
25399099,25228183,24154777,24031999,25147884,27712454,23793693,24091894,23223154,25287348,23559716,24560835,26610693,24856435,24556919,24848960,23968451,25754129,26316949,26290818,26192690,23363601,24574259,25003533,24178469,22425883,23442902,23718312,25459387,23446796,27015029,27889937,22593896,25901511,23291655,23572590,25666304,24827130,22841605,26876800,27062020,21867343,26634017,22988545,23685643,26837297,22247559,25655883,25074037,23472766,23137895,23300825,25517779,25859616,25061901,25965842,26316133,27817107,24657712,25931342,25060273,24109525,25275236,22718444,25135988,27571538,23317327,22416128,24091062,24845356,24145104,25145071,22499990,25617430,26233805,24301707,24995712,26784278,25846277,24491402,23303391,23814907,26171687,26313775,24474193,22047013,23879968,24897095,25139381,23979128,22484915,26699314,25864839,27366313,25730117,26440234,25874134,27262522,26236653,21197571
26322723,25485789,25125520,24127411,23279041,27404069,25680349,25504503,26262963,26026131,26634392,24357788,25268149,25823643,26540010,25644455,24373474,26780892,28741602,25311447,25137845,23849351,26147706,27081201,28117318,23633604,24277249,23020625,26907061,26242814,29157505,28253925,24794804,25997459,24444530,24510182,29459379,24415446,23681844,25773700,26312300,24636923,25976119,26219198,26218883,27239189,24170637,26895865,26574912,23317387,26095915,25434040,26174546,26661832,27405618,28031899,27911688,28430598,25304160,27308110,24981281,22553129,27354237,24038491,27840381,26846908,25067983,24104474,24495047,23636925,25345954,26888194,24286626,25391998,27455856,24174889,25875950,27209032,27389879,27211151,24875538,26079381,25206021,27764712,25374568,26551927,24328067,23323838,25411659,26229527,23228358,26444342,26197682,27799958,24863189,27946311,25157645,29084716,24689355,23257794
26882231,27420523,26652942,25234011,24593591,29367040,25226605,25324003,26945117,27565512,27681532,24826678,25997233,27087598,26257045,26596429,24755403,27431324,28719961,25648699,27002066,25465143,25486730,27335275,27746175,24792528,24912327,25789909,26086439,26817294,29125773,29063007,24574026,25854901,25785742,25596464,29658566,26248090,24899615,25513792,28728432,24113174,28200252,26293659,27290391,27065488,24803668,26641118,27950524,24516574,26675528,25827107,26397997,27844393,26808474,26861291,26923429,29158530,24935076,28396377,26774724,25175056,26968920,24534805,27493933,30736667,25956979,24158988,27083350,25344041,27268078,27156302,26585218,27775941,28125692,24480225,27632818,29582217,29837942,27604958,22909123,26326120,26807315,28164410,25988296,24701808,26480948,24999106,26623350,25149815,24541593,27261533,27981432,29064632,26571256,29051636,25824462,29524527,28214122,24851577
25454754,26909076,23731405,22288680,20859751,26315130,23953709,22447307,24716652,25755357,24920016,23704316,24060830,24472967,23843369,24437122,23759105,25569315,26107705,25233533,23871985,22757351,24941962,27432196,25161311,21117295,23879673,21991263,24152812,23197262,26572347,24685627,24106320,24357800,24743008,22822227,26213666,23592613,21829466,26711688,27402157,23431727,26015122,22773278,23975163,25601311,24332326,24493175,23495782,24633184,23876535,24215668,24091958,24206011,26166140,24970937,26036968,27023267,24113930,25639763,23517717,24497257,24924441,22514620,23862116,28607070,21913271,22262116,23982080,21500811,24702363,24298064,23591929,24829872,26124954,22580253,25024514,24973363,26306984,26912762,22684210,23336450,25664440,25122536,22963987,24946193,23994357,23993764,25869518,24568681,21464961,24927539,23758259,26975431,24281021,25339679,25147107,27838751,24807849,24870859
24386377,25467524,23310094,22425883,22690529,25542158,22779268,22648851,23271265,24768584,23210465,22172290,24812175,23845274,24352890,24155940,24338213,25417691,25946263,23273704,25374722,23717495,23091359,25281451,24808590,21325872,22943604,21813282,25004240,23729759,27402075,25885581,24396273,23618505,24486150,22787264,26623756,23303096,22362146,25169173,24762459,21805531,25871291,23444373,23374495,26782199,22382924,26985689,24586701,22189708,24010679,23123581,25461029,25502232,25439254,25836635,25846244,26936582,24170746,26576897,26000239,24130578,24115308,22328332,25208949,25813697,21934995,22550307,22888429,22503787,23132548,27160695,23486269,23045611,25535954,22111053,24052648,23544777,26166709,24654669,23821833,23385970,23962820,26437209,22133164,24043387,23151809,23273796,22242157,23448089,23326721,23402288,24413110,26478268,24057599,25379788,23575356,26342898,24110053,21728861
20097670,19353899,19105854,17813238,19883972,22015287,20904692,20867203,21056801,19627924,19930860,19615165,20811795,20988282,21250741,20035405,20230417,21325824,24182224,20300863,19755699,19373911,21224903,23451750,21333395,20264697,19468404,19862405,21029490,20681274,22113091,21519627,20048361,21485952,19237508,19679577,22453843,19668651,18838858,20913586,22117151,19728751,21308298,20433858,20378081,22903968,18504234,21328514,20452516,20046113,21493527,19879046,23067277,21101056,21679391,21604698,22278747,23139851,19744365,23564572,20820858,18680874,21946130,18939143,19134924,23316747,20430873,20666870,19474064,18141725,20548133,22325888,20263002,18798089,22394538,19880102,21164067,22942569,21166084,21507366,18531785,20339944,19644752,21918124,17920303,20027874,20714119,21144999,21394587,19301893,19543964,19283933,19429310,22075194,22057656,22138268,19685679,22338872,20878317,18975098
24665711,24717165,23749431,23646977,22514688,26654868,23218660,24456848,24454130,23878866,23723580,22970508,23233479,25164711,23755345,24441325,22286945,23960108,26399902,23605219,24368045,22599446,25572299,25688746,25439394,22275567,23375252,22738693,25302426,23696538,27141202,26597367,22395703,24587211,22061596,23126871,26758274,22850308,23654062,24265932,25487302,21494468,25382334,22882105,23369917,26568627,21121483,25790808,24715426,22265771,23584064,23156944,24355192,27464966,24986492,26874195,26090733,27565083,23958543,25711740,24891885,24254716,24790760,22936932,24611756,27205329,23170391,22491624,24029120,23046628,24554137,24452010,23702773,24613516,27374777,22929156,23931585,27201771,25661772,24758587,22928341,24809898,24004161,25565007,23984613,23554939,23843691,23462452,26320967,23560547,23037267,25417757,25590102,26874574,26221538,26445188,25186879,26168604,24004189,21904491
24288892,24394987,24421930,24060644,22552559,27045414,22201821,24487214,24294571,25024563,25369403,23237645,24793217,24396579,23137071,23956036,23578786,24549491,26676409,24534123,25551594,22585041,24102223,25723444,23851430,22219123,22788987,22577426,25932196,24671922,26028302,27263062,24065820,25450037,22863271,23417321,26305976,24560886,22881174,25027340,24108324,22024188,25253807,23689510,25767328,25103497,22726333,24491136,24314473,23178081,22940685,23483793,23976244,23506372,24200445,25136955,25537404,27418652,23567690,24569910,24474968,23217624,25297279,22953086,24982682,28125462,22552194,23445072,23253114,23836331,24325788,25222100,21759832,26080574,24894986,24068544,25345806,26449961,25556994,26983258,23030892,25056047,25663077,25254947,25016172,23172242,22863403,23797312,23879911,25334491,22901435,24190113,25042837,25345801,25565295,24117455,25140795,27660901,25935347,24053440
24382386,23320128,24404670,21752708,22349164,25278509,22674704,23847380,25172445,23412186,23681946,21997351,24083679,22788684,23857998,22432315,21965042,22844293,26113416,23410526,23577351,22158204,24732885,24534825,26128880,20284336,22739405,20576802,24163594,23530225,26050136,25939150,22110940,23299327,21002198,22884520,26285159,22225233,22791073,21605700,25274194,21942768,22384585,22559697,24033319,24607733,22247168,23827074,24376506,22834275,23716046,22796313,24228915,25386657,25086825,24135825,24452902,26060634,22873525,26193000,23372232,21247058,22167220,22962302,23398493,24572262,22023061,21481475,22859916,19863091,24990580,23851482,23265174,23208477,24656355,21883775,23907768,24680777,25144322,24740680,21735934,23133053,23251450,25050773,22905373,22539816,24720908,24765527,23292600,22153487,22416576,24348995,23617742,25096929,23373496,25778314,23341327,25507377,25020448,20947804
